Latitude,Max Temp,Humidity,Cloudiness,Wind Speed
41.54,63.0,100,75,10.29
63.84,51.8,100,90,20.8
62.23,53.6,100,37,6.93
-3.4,52.75,100,32,3.09
50.2,62.01,100,20,8.05
41.37,73.0,100,1,3.8
66.0,51.8,100,90,8.95
-6.98,71.6,100,75,6.93
5.88,62.11,100,99,4.25
46.95,59.0,100,11,1.12
-41.87,42.01,100,75,4.7
69.49,53.6,100,75,2.24
4.93,77.0,100,52,8.48
46.62,60.01,100,40,3.36
43.21,66.2,100,75,5.82
-18.12,50.88,99,13,2.66
4.25,72.82,97,100,2.08
63.44,52.48,97,100,16.49
9.18,68.81,97,100,6.35
0.52,70.47,97,68,1.68
-0.74,66.0,97,86,3.0
13.59,73.0,97,100,6.38
51.03,63.0,97,38,1.01
7.88,70.7,97,100,2.26
47.17,61.88,96,8,5.77
64.89,51.35,96,100,12.5
61.01,54.64,95,100,6.44
69.7,35.89,95,100,10.87
10.15,75.02,95,100,1.59
64.25,52.74,95,97,9.57
44.97,56.17,95,27,3.74
66.56,49.71,95,100,6.98
9.45,70.63,95,98,1.99
1.44,63.54,95,1,2.82
5.4,66.29,95,40,0.96
53.88,58.98,95,99,6.64
39.48,68.0,94,90,5.82
39.45,69.8,94,90,1.95
6.8,80.6,94,40,11.41
6.12,80.6,94,40,11.41
41.75,71.01,94,1,6.93
54.91,68.0,94,1,13.87
25.52,77.86,94,100,5.28
28.04,73.4,94,75,3.02
15.12,78.8,94,75,2.24
6.33,80.6,94,20,4.7
41.28,73.4,94,90,9.17
22.76,78.8,94,75,2.24
-8.84,68.0,94,20,2.24
9.97,82.4,94,75,2.24
-12.97,71.6,94,75,5.82
58.66,59.0,94,86,2.8
66.83,54.34,94,100,7.07
34.88,84.0,94,75,5.82
32.35,73.4,94,90,1.99
67.5,47.53,94,100,10.94
58.5,54.52,94,89,5.99
32.35,84.2,94,75,4.7
33.21,78.8,94,1,3.83
-8.58,68.0,94,20,2.24
53.55,66.0,94,100,5.99
65.61,39.2,93,100,12.75
-33.01,51.8,93,66,10.29
-1.83,74.26,93,63,2.77
51.8,64.0,93,12,6.93
70.47,39.2,93,90,13.87
62.58,59.0,93,85,3.36
-34.53,46.4,93,7,5.82
-24.7,57.67,93,15,2.71
-34.93,54.0,93,75,11.41
11.93,74.19,93,100,5.66
3.88,76.03,93,86,2.06
51.23,61.2,93,0,6.13
36.43,73.99,93,40,13.87
68.61,48.2,93,40,4.47
70.37,48.2,93,75,8.05
53.17,62.6,93,90,8.95
8.08,76.15,93,100,4.92
-2.23,64.4,93,75,9.17
52.63,59.67,92,12,4.18
14.3,75.15,92,100,4.23
46.43,57.99,92,0,2.8
7.08,71.47,92,68,1.92
12.93,69.21,92,100,7.4
7.77,66.25,92,99,2.68
-25.17,59.11,92,14,3.33
21.28,78.94,92,16,10.56
8.89,67.71,91,97,7.83
6.88,70.81,91,100,5.28
-15.2,60.31,90,29,4.41
-13.86,64.78,90,32,1.61
9.54,76.86,90,100,13.31
28.17,75.33,90,100,0.94
18.0,75.09,90,100,9.35
-32.03,57.0,90,97,5.99
41.25,60.08,90,0,3.58
64.9,47.03,90,42,6.38
39.14,55.99,90,0,1.14
59.6,50.7,90,100,11.65
33.73,86.0,89,75,8.05
13.98,75.0,89,97,1.99
-53.15,32.0,89,100,9.17
68.05,49.6,89,100,7.85
40.27,75.0,89,52,2.89
-17.71,68.88,89,17,5.23
69.38,49.1,89,100,13.91
22.04,89.6,89,40,12.21
21.93,74.82,89,0,7.02
38.28,78.01,88,5,4.7
13.35,78.8,88,90,6.93
44.63,70.61,88,100,3.31
39.89,75.2,88,7,4.7
37.57,78.8,88,90,6.91
53.42,60.01,88,0,6.62
-20.33,68.0,88,75,2.24
38.24,78.01,88,5,4.7
40.16,64.99,88,94,0.49
14.35,78.8,88,20,6.93
51.38,71.01,88,100,1.01
38.6,78.01,88,1,4.09
62.46,64.4,88,75,3.36
55.25,57.25,88,100,3.04
13.22,80.6,88,40,14.99
17.02,78.8,88,90,5.82
20.93,71.6,88,1,17.22
40.6,75.0,88,1,1.54
40.83,78.01,88,1,3.94
-28.24,68.0,88,0,8.05
42.6,77.0,88,1,8.05
-24.87,66.2,88,90,9.17
70.86,48.2,87,75,10.29
-20.34,64.99,87,20,8.05
-8.14,77.18,87,100,2.01
71.04,48.2,87,75,10.29
56.45,56.17,87,100,17.11
63.73,57.2,87,40,10.29
-1.2,76.69,87,3,5.01
-35.17,59.49,87,86,11.95
-20.52,57.2,87,20,8.05
-33.93,55.0,87,40,18.34
66.5,50.0,87,41,6.93
78.22,46.4,87,75,6.93
64.38,51.8,87,90,11.18
-29.95,51.8,87,70,4.7
55.74,59.0,87,75,5.82
-20.41,57.2,87,20,8.05
70.98,48.2,87,75,10.29
73.51,37.4,87,100,21.79
71.29,42.8,87,90,3.36
-13.7,59.0,87,3,4.7
63.75,41.0,86,75,2.24
-4.5,63.18,86,74,2.55
4.87,74.44,86,100,9.31
-8.9,72.75,86,5,10.22
18.32,74.86,86,100,4.7
-54.8,30.2,86,40,6.93
6.3,75.87,86,100,10.98
53.94,64.09,86,100,3.18
5.38,78.6,85,14,8.7
19.87,76.39,85,100,7.63
-11.1,58.98,85,17,9.08
3.52,62.62,85,47,8.41
4.38,74.25,85,100,10.16
24.92,81.77,85,100,10.18
50.68,62.44,85,100,4.25
-3.48,73.45,85,48,2.04
29.04,79.9,85,99,2.26
-22.12,55.0,85,5,1.01
4.42,74.37,85,100,10.07
18.42,82.0,85,0,1.99
65.37,52.32,84,100,12.48
24.47,95.0,84,96,3.36
65.75,47.03,84,100,9.82
48.65,62.01,84,0,14.5
55.49,51.12,84,0,3.56
17.52,80.78,84,99,2.06
-22.97,71.08,84,0,25.84
28.37,87.8,84,75,17.22
50.68,54.59,84,77,8.43
1.55,55.89,84,67,4.07
7.24,76.5,84,100,1.16
50.7,64.99,84,93,3.13
16.73,82.4,83,75,10.29
40.27,73.4,83,1,4.7
57.9,55.99,83,100,1.01
50.37,73.13,83,100,6.04
-8.76,73.4,83,20,1.59
20.7,84.2,83,75,2.24
6.4,79.83,83,95,7.58
31.61,75.0,83,5,5.86
38.89,82.4,83,1,8.05
16.86,84.2,83,75,9.17
20.22,82.99,83,20,5.82
27.52,82.94,83,100,5.95
12.06,82.4,83,20,8.05
-23.86,64.58,83,16,9.69
45.62,69.8,83,75,6.93
19.22,80.28,83,77,3.51
48.93,60.01,83,78,1.01
58.52,57.2,82,75,5.82
72.79,40.3,82,70,4.45
67.67,55.63,82,99,12.37
51.32,54.0,82,0,1.99
39.52,66.29,82,78,5.84
49.98,62.6,82,98,4.47
14.9,79.39,82,77,16.49
22.12,80.1,82,25,1.25
34.64,60.8,82,1,12.75
50.14,66.99,82,89,2.24
-19.77,60.8,82,0,2.24
65.28,62.6,82,75,9.17
-12.04,59.0,82,90,8.05
-33.87,59.0,82,90,26.4
54.32,55.4,82,90,3.36
44.12,68.0,82,0,3.36
18.73,79.99,82,84,0.81
-5.25,73.89,81,59,5.53
-26.65,51.8,81,0,12.75
20.87,81.79,81,85,15.26
-2.99,76.14,81,0,2.17
-4.97,74.43,81,60,7.72
-33.92,50.0,81,0,5.82
5.35,74.62,81,86,23.89
55.31,53.6,81,0,8.95
-22.96,55.0,81,0,4.7
12.17,83.7,81,100,18.77
66.94,42.15,80,100,7.09
13.83,74.28,80,77,5.66
-3.94,81.63,80,96,4.85
68.71,37.63,80,54,10.85
53.85,55.71,80,18,3.91
14.9,76.05,80,4,7.99
-51.62,33.8,80,90,13.87
25.7,67.17,80,100,5.01
60.14,55.9,80,97,15.21
54.48,53.04,80,0,10.78
-38.55,41.0,80,64,8.01
-5.56,61.97,79,0,11.32
56.89,69.69,79,94,8.12
26.12,89.01,79,75,16.11
44.03,73.31,79,63,7.38
52.44,58.82,79,12,0.92
14.2,69.06,79,50,8.39
56.0,60.01,79,2,9.95
26.59,89.01,79,75,16.11
5.41,87.8,79,20,2.24
39.99,63.0,79,9,2.21
42.58,73.4,78,1,5.82
-33.7,50.68,78,99,10.71
48.88,71.6,78,20,10.29
42.6,71.01,78,13,3.22
31.35,77.0,78,3,5.7
51.74,59.86,78,77,12.57
42.1,73.4,78,1,4.7
31.22,78.8,78,40,9.17
22.08,78.8,78,90,19.46
-0.88,82.8,78,43,9.08
-34.73,57.67,78,68,14.81
14.92,77.0,78,20,12.75
43.15,78.01,78,1,6.26
51.26,71.6,78,20,10.29
33.08,71.6,78,40,13.87
0.8,82.24,78,86,9.84
-3.7,80.6,78,40,5.82
-0.6,82.26,78,100,10.85
30.48,68.45,78,0,12.88
52.96,73.4,78,20,9.17
37.72,69.8,77,20,13.87
59.38,62.24,77,100,9.86
36.68,64.4,77,90,12.75
58.08,62.01,77,73,3.0
-22.67,71.06,77,24,21.16
77.48,35.2,77,0,2.24
10.57,81.93,77,100,20.8
45.31,64.99,77,1,5.01
48.4,64.99,77,5,6.93
2.04,75.69,77,88,17.92
-3.22,75.92,77,0,2.13
-20.23,72.41,77,3,15.57
-7.84,61.34,77,15,4.56
-21.15,56.66,77,3,1.19
42.25,69.8,77,29,6.73
22.57,81.79,77,100,8.08
6.37,83.05,77,58,9.13
57.05,55.4,76,90,6.93
-3.8,83.1,76,93,5.37
61.95,56.7,76,5,10.47
68.35,51.8,76,75,9.17
-43.53,55.0,76,18,12.75
-16.62,57.65,76,64,5.73
3.78,82.17,76,100,9.06
-23.12,69.87,76,80,21.52
64.5,55.0,76,1,11.41
-25.4,55.33,76,31,2.35
68.22,51.8,76,75,11.41
-23.65,57.2,76,90,3.36
5.5,83.8,76,100,7.36
69.45,51.8,76,75,6.93
3.3,82.56,76,43,3.62
10.35,84.22,75,100,10.96
32.88,77.81,75,0,9.44
15.16,79.0,75,37,9.1
67.47,58.84,75,0,15.66
-26.78,54.88,75,0,3.56
-46.6,51.01,75,88,21.0
-34.42,53.42,75,0,14.63
-38.0,43.0,75,20,20.8
-29.75,65.08,75,49,2.82
-8.1,82.78,74,100,8.93
3.07,82.4,74,58,9.91
50.06,57.0,74,0,1.99
1.75,70.81,74,60,11.63
61.07,51.28,74,13,3.22
-17.83,80.6,74,40,16.11
41.14,80.6,74,1,6.93
29.58,68.83,74,0,0.67
26.18,89.6,74,75,12.75
-0.91,82.4,74,78,3.65
-37.62,43.56,74,2,9.8
-17.73,80.6,74,40,16.11
37.15,83.88,74,1,4.16
-9.08,81.61,74,87,12.57
16.15,76.8,74,50,8.03
46.49,75.18,74,100,2.17
30.08,86.81,73,72,1.07
42.16,75.2,73,40,3.36
32.52,77.0,73,40,5.82
-2.88,84.63,73,72,10.74
-21.2,77.0,73,20,9.17
43.21,75.2,73,1,5.82
13.96,77.23,73,100,12.97
-30.18,66.88,73,64,7.47
42.25,71.01,73,1,4.7
36.92,75.2,73,4,4.7
28.66,73.4,73,6,12.75
-46.19,51.01,73,66,18.01
-40.03,53.01,72,96,2.28
26.54,83.39,72,7,6.53
71.69,42.4,72,88,12.82
-33.59,55.71,72,0,10.74
-28.77,62.6,72,90,10.29
64.47,50.58,72,19,2.93
36.62,64.4,72,1,6.93
24.88,86.31,71,93,12.95
35.54,70.54,71,100,8.12
59.7,57.2,71,75,11.18
-7.38,78.44,71,98,3.24
39.05,69.55,70,92,12.64
21.14,86.0,70,100,5.82
65.58,53.37,70,0,10.07
17.65,86.0,70,75,12.75
12.06,85.39,70,76,7.96
24.42,87.33,70,100,4.27
5.28,89.6,70,20,2.24
18.07,87.8,70,75,8.05
38.52,70.36,70,65,14.47
43.32,89.6,70,75,11.41
68.05,49.21,70,100,5.88
-9.8,78.85,70,0,18.86
60.06,71.82,70,47,6.15
-3.02,73.69,69,4,4.52
32.67,73.4,69,20,6.93
27.91,73.4,69,75,24.16
-19.06,75.2,69,75,16.11
-38.27,55.92,69,100,16.08
69.22,39.2,69,49,16.11
19.73,80.6,69,90,7.7
-8.16,75.24,69,0,1.32
59.85,55.99,69,78,13.87
22.89,81.0,69,75,11.41
-6.22,84.29,69,94,4.43
-20.01,64.99,68,99,3.0
47.67,66.99,68,40,13.87
-19.98,64.99,68,94,3.0
47.01,68.0,68,1,6.93
61.25,71.6,68,30,6.71
-19.88,58.32,68,7,1.97
-31.47,41.23,68,0,6.04
53.05,68.0,68,20,15.66
-34.0,47.5,68,0,10.31
-28.87,66.99,68,90,16.11
66.04,59.0,67,100,10.29
66.08,67.73,67,1,10.18
27.98,72.09,67,0,10.27
65.97,59.0,67,97,10.29
-45.87,52.0,67,17,4.0
65.68,59.0,67,95,10.29
-16.48,78.1,67,0,6.85
10.67,87.37,67,81,4.52
42.3,66.2,67,5,4.7
-7.97,53.6,66,0,9.17
-33.02,55.4,66,0,12.75
63.05,60.84,66,32,7.29
-34.58,62.01,66,61,5.99
22.29,89.01,66,100,5.99
5.97,89.6,66,20,5.82
-2.57,84.15,66,63,2.66
-33.65,60.01,66,49,16.4
1.17,86.05,65,55,3.69
-28.78,57.49,65,0,6.82
7.42,83.89,65,58,3.74
62.14,64.31,65,99,5.37
5.56,86.27,65,92,10.96
44.08,77.0,65,1,8.05
-6.88,84.76,65,30,6.89
30.33,73.8,65,0,19.95
22.69,84.06,65,99,4.56
51.75,69.8,64,40,4.47
-24.79,56.48,64,0,3.98
-45.58,39.2,64,75,5.82
-21.21,73.4,64,11,9.17
52.85,61.63,64,52,11.36
-20.19,49.33,64,0,2.59
11.0,88.3,64,71,5.12
45.88,73.4,64,75,4.7
-2.02,86.07,63,6,4.5
66.15,44.76,63,71,1.21
43.65,66.2,63,0,2.24
47.8,62.6,63,90,20.13
20.25,92.26,63,100,2.57
-45.42,49.1,63,21,5.61
-32.72,62.01,63,75,10.29
-11.3,55.24,63,0,1.41
4.41,93.2,63,20,3.36
29.03,76.69,63,0,10.4
60.55,64.4,63,90,8.05
-30.74,55.72,63,0,7.58
18.74,81.48,62,79,4.97
-37.88,60.01,62,3,1.01
17.48,89.38,62,86,9.93
24.56,87.8,62,1,10.29
34.43,89.6,62,40,3.36
59.7,62.91,62,99,5.97
54.72,56.55,61,3,8.57
42.43,68.0,61,0,3.15
54.43,69.64,61,86,2.37
68.75,45.7,61,87,6.26
-43.3,42.46,61,0,23.53
34.45,73.45,61,0,10.16
35.08,81.82,61,100,10.11
41.77,63.88,61,0,5.79
41.39,80.01,60,20,6.93
-14.82,74.89,60,0,1.99
44.91,83.1,60,27,14.0
39.29,68.14,60,0,1.39
-21.15,75.0,60,0,11.41
9.49,76.03,60,91,30.47
-25.33,68.0,60,0,4.7
-8.93,76.19,60,18,2.98
-20.46,60.15,60,29,4.25
-41.15,35.6,59,40,20.8
-9.66,85.86,59,0,10.78
49.87,64.4,59,40,11.41
-8.77,87.08,59,92,3.94
13.69,90.48,59,100,1.19
-32.25,60.8,59,73,10.29
-2.67,89.33,58,1,4.92
-34.55,62.01,58,75,3.36
56.01,71.58,58,0,9.13
50.6,64.62,58,100,0.43
46.85,68.34,58,0,3.29
-26.79,71.83,57,82,16.62
71.97,51.55,57,47,5.48
-7.75,87.4,57,9,8.55
53.67,68.23,57,100,6.64
-33.04,48.2,57,1,12.75
18.39,68.0,56,77,4.7
-0.95,86.09,56,98,2.53
35.73,97.0,56,20,16.11
-9.83,69.26,55,0,4.45
50.63,66.6,55,17,0.81
47.91,62.6,55,40,4.47
66.77,49.87,55,100,11.1
23.12,93.0,55,75,6.71
-34.48,48.94,55,90,12.28
70.63,46.85,55,96,8.14
52.52,62.58,54,17,1.39
33.6,71.85,54,17,3.09
65.82,70.75,54,0,2.73
52.35,68.58,54,84,8.97
50.65,63.57,54,25,12.37
44.7,84.54,54,12,14.52
32.3,81.99,53,0,2.26
-12.55,47.34,53,9,2.98
67.8,50.29,53,68,3.76
71.92,55.65,52,96,8.05
1.45,89.6,52,20,2.24
-21.36,64.99,52,90,11.41
64.75,68.0,52,20,13.42
-5.95,68.52,52,0,2.19
42.19,79.07,51,66,7.52
-37.32,41.0,51,0,5.99
-20.94,64.99,51,71,8.05
-35.72,64.0,51,0,1.99
-9.45,70.2,51,0,4.47
64.86,64.4,51,75,12.75
-25.86,42.4,50,0,4.76
24.83,68.2,50,8,4.83
45.44,67.03,50,93,7.76
-6.64,72.99,50,0,0.65
16.07,96.8,50,20,3.36
51.0,69.08,50,100,1.63
-5.4,74.41,49,2,6.31
55.1,68.0,49,40,13.87
37.47,69.8,49,11,4.7
-13.23,49.48,49,0,5.68
63.92,61.47,49,0,9.69
62.67,67.69,48,4,7.43
-29.47,66.2,48,17,6.93
51.11,70.2,48,0,4.45
-9.11,87.39,48,0,2.68
37.94,71.01,48,0,1.01
20.89,87.8,48,1,25.28
-11.74,49.53,48,12,3.69
20.52,88.21,47,40,12.82
-7.51,76.06,47,0,1.43
57.8,71.17,47,0,7.0
33.64,81.01,46,0,18.41
42.8,76.41,46,0,9.4
-42.78,50.0,46,26,5.01
-31.54,47.8,46,19,18.41
18.69,87.58,46,96,8.61
61.28,74.34,46,0,6.42
33.91,88.0,45,1,8.05
60.72,42.8,45,20,3.36
35.91,88.39,45,100,3.76
60.92,42.8,45,30,3.36
-39.03,42.8,45,0,8.05
51.68,76.17,45,72,0.85
-13.63,53.96,45,0,5.01
37.5,77.0,44,0,6.93
49.98,71.71,44,74,5.03
37.72,78.01,44,0,6.93
-12.38,52.54,44,0,3.11
-46.28,55.0,44,3,17.0
-20.74,72.18,44,2,6.82
-25.3,75.0,43,0,11.41
52.47,70.79,43,0,1.86
51.66,73.56,43,13,2.57
62.67,71.78,43,0,3.56
-23.85,69.8,43,0,10.29
67.54,55.44,43,17,4.76
34.17,61.92,43,0,6.71
-15.23,72.75,43,0,1.61
57.79,66.2,42,1,10.29
38.47,84.88,41,29,4.61
38.42,82.4,41,1,5.82
-20.32,77.0,41,0,9.17
-25.85,32.0,41,0,4.7
40.28,70.32,40,100,24.23
-42.88,51.8,40,10,6.93
36.97,86.0,40,100,19.46
39.82,81.19,40,50,13.11
-17.48,46.4,40,32,1.12
32.22,87.8,40,1,5.82
-17.5,46.4,40,34,1.12
45.76,70.03,39,100,10.49
26.77,82.4,39,43,6.93
20.2,89.74,39,92,18.32
-26.82,62.6,39,1,5.82
26.93,88.0,39,0,10.0
60.34,80.47,39,0,1.05
-14.92,56.34,39,0,4.38
41.79,73.4,38,1,14.99
28.75,88.0,37,73,1.57
-29.68,82.4,37,100,13.87
-23.58,68.68,37,0,2.35
48.01,68.54,36,36,1.7
36.17,79.27,36,0,1.57
24.09,87.57,36,2,1.74
48.23,73.4,35,1,6.93
-23.13,71.6,35,0,3.36
41.17,65.05,32,0,3.8
-13.85,84.2,32,23,12.75
-23.7,75.0,32,90,20.8
27.04,83.59,31,0,10.78
39.7,98.29,31,0,8.48
33.33,73.4,31,1,3.94
31.42,65.79,30,2,1.14
40.43,84.2,30,75,6.93
20.5,92.79,29,1,12.59
26.33,78.8,29,0,12.75
26.73,86.0,28,4,6.93
37.35,71.01,28,1,4.7
43.65,79.3,24,39,7.11
38.44,87.24,22,0,4.32
-15.77,89.6,22,0,4.7
39.15,87.8,22,1,9.17
46.41,78.8,21,1,3.36
17.49,87.8,20,100,9.17
39.55,66.0,20,1,4.7
24.69,82.4,17,1,10.29
35.24,86.0,15,1,3.4
30.44,90.25,14,15,26.4
18.9,93.78,12,83,4.63
22.68,92.77,11,0,11.25
37.1,95.0,7,1,11.41
